titulo,subtitulo,texto,vies_politico,justificativa_llm,validado_por
"Vaza suposto ""prazo"" para teste do nome de Flávio e Valdemar se manifesta","Valdemar prevê recuperação de Flávio Bolsonaro nas pesquisas após desgaste no PLO presidente do Partido Liberal, Valdemar Costa Neto, utilizou as redes sociais para negar que o partido esteja realizan...","Compartilhar no Facebook Compartilhar no Whatsapp Compartilhar no Twitter Compartilhar no Messenger Compartilhar no Telegram Compartilhar no Gettr

Valdemar prevê recuperação de Flávio Bolsonaro nas pesquisas após desgaste no PL

O presidente do Partido Liberal, Valdemar Costa Neto, utilizou as redes sociais para negar que o partido esteja realizando um “teste de resistência” com o senador Flávio Bolsonaro na disputa pela Presidência da República.

As especulações surgiram após uma reunião interna da legenda realizada nesta terça-feira (20), convocada para discutir o desgaste enfrentado pelo senador e os próximos passos da pré-campanha presidencial.

Em publicação nas redes, Valdemar afirmou que suas declarações durante o encontro foram interpretadas de maneira equivocada e garantiu acreditar em uma recuperação do desempenho de Flávio nas pesquisas eleitorais nas próximas semanas.

“Fiz comentários internos sobre um prazo estimado de 15 dias para o início da retomada do crescimento do senador Flávio Bolsonaro nas pesquisas. De forma oportunista e distorcida, tentaram inverter completamente o sentido da minha fala, atribuindo a ela uma interpretação que jamais existiu”, escreveu o dirigente partidário.

Segundo Valdemar, a base política do senador continua fortalecida, apesar das recentes quedas registradas em levantamentos eleitorais divulgados nos últimos dias.

Veja:

Acabam de surgir as primeiras camisetas de apoio ao pré-candidato à Presidência da República Flávio Bolsonaro. Não fique fora dessa! Seja um dos primeiros a estampar a luta pelo Brasil. Para adquirir, basta clicar no link abaixo:

https://www.conteudoconservador.com.br/collections/camisetas

Veja:",Neutro,"** A notícia apresenta um tom descritivo e neutro ao relatar as declarações do presidente do Partido Liberal, Valdemar Costa Neto, sobre a recuperação de Flávio Bolsonaro nas pesquisas eleitorais. O texto não apresenta adjetivação ou juízo de valor, limitando-se a relatar os fatos.",ariston
"Mudanças aprovadas para o seguro-defeso previnem fraudes, diz relator",,"As novas regras para o pagamento do seguro-defeso a pescadores artesanais darão legalidade ao processo, garantindo o pagamento a todos os profissionais que têm direito ao benefício. A avaliação é do senador Beto Faro (PT-PA), que foi o relator da Medida Provisória 1323/25, aprovada pelo Congresso Nacional na semana passada.

“Nós daremos legalidade ao processo de pagamento do seguro-defeso. Nós vamos dar garantia de que 1,5 milhão de famílias de pescadores do Brasil receberão o benefício”, disse em entrevista à Agência Brasil.

A MP que altera as regras para o pagamento do seguro-defeso para pescadores artesanais seguirá para sanção presidencial, após a Câmara dos Deputados rejeitar as mudanças no texto feitas pelo Senado Federal.

O seguro-defeso é um benefício financeiro de um salário mínimo mensal aos pescadores artesanais durante o período de defeso, em que a pesca é proibida para a reprodução dos peixes. As novas regras têm o objetivo de evitar fraudes.

>> Siga o canal da Agência Brasil no WhatsApp

As mudanças incluem a transferência da gestão do benefício para o Ministério do Trabalho e Emprego (, a exigência de registro biométrico e inscrição no Cadastro Único e a implementação de medidas para combater fraudes.

A medida provisória prevê as seguintes regras:

Autoriza a quitação das parcelas pendentes em 2026 desde que o beneficiário atenda aos requisitos;

Pescador artesanal terá direito ao benefício de anos anteriores, se tiver feito a solicitação dentro dos prazos legais;

Pagamento do benefício ocorrerá dentro de 60 dias após a regularização do pescador no programa;

Comprovação de contribuição previdenciária pelo pescador de pelo menos 6 meses dos 12 meses do ano anterior ao início do período de defeso;

Prazo para apresentação dos Relatórios Anuais de Exercício da Atividade Pesqueira (referentes a 2021 até 2025) foi prorrogado para 31 de dezembro de 2026.

Novas exigências para cadastro e identificação biométrica;

Aumento das penalidades para fraudad",Neutro,"** O texto mantém um tom descritivo e neutro ao relatar as mudanças aprovadas para o seguro-defeso, destacando a importância de dar legalidade ao processo de pagamento e garantir o benefício aos pescadores artesanais.",thiago
Moraes amplia para um quilômetro restrição de drones da residência de Bolsonaro,"A pedido da PM do DF, ministro considerou que raio de 100 metros inicialmente fixado ainda permitia captação de imagens","O ministro do Supremo Tribunal Federal (STF) Alexandre de Moraes ampliou nesta quinta-feira de 100 metros para um quilômetro o raio de proibição para o sobrevoo de drones na residência onde o ex-presidente Jair Bolsonaro cumpre prisão domiciliar temporária.

O magistrado atendeu a um pedido da Polícia Militar do Distrito Federal (PMDF), que realiza a vigilância de Bolsonaro em sua residência. O comandante do 19º Batalhão da corporação solicitou a expansão do raio originalmente estabelecido por Moraes em decisão em 28 de março.



Ao analisar o pedido, Moraes afirmou que a análise técnica feita pelo Batalhão de Aviação Operacional demonstrou que o raio de restrição estabelecido em 100 metros é inadequado, porque ainda possibilita a captação de imagens e dados em alta resolução, o que comprometeria a efetividade da prisão domiciliar do ex-presidente e a segurança.



""Segundo consta no ofício enviado pela PMDF, a limitação espacial reduzida não mitiga de forma adequada os riscos à segurança institucional, como o monitoramento indevido, a coleta de informações sensíveis ou mesmo a preparação de condutas ilícitas"", afirmou Moraes.



Com a nova distância estabelecida, Moraes ressaltou que a PMDF pode abater e apreender os drones que desrespeitem a restrição, bem como prender seus operadores em flagrante, o que deve ser comunicado ""imediatamente"" ao STF.



Bolsonaro está em prisão domiciliar humanitária para se recuperar de uma pneumonia bacteriana, decorrente de uma broncoaspiração. Ao autorizar a ida do ex-presidente para casa por 90 dias em 23 de março, Moraes determinou que ele usasse tornozeleira eletrônica.

",Neutro,"** O texto mantém um tom descritivo e objetivo ao relatar a decisão do ministro Alexandre de Moraes em ampliar o raio de proibição para o sobrevoo de drones na residência de Bolsonaro, atendendo a pedido da Polícia Militar do Distrito Federal. O texto não apresenta adjetivações ou juízos de valor que possam indicar um viés ideológico.",bruno
CCJ do Senado adia votação do PL Antifacção para 10 de dezembro,,"Da Agência Brasil A Comissão de Constituição e Justiça (CCJ) do Senado adiou, nesta quarta-feira (3), a votação do substitutivo do projeto de lei (PL) Antifacção apresentado pelo relator, o senador Alessandro Vieira (MDB-SE). Um pedido de vista transferiu a análise para próxima semana, dia 10 de dezembro. Se aprovado no Senado, o tema volta para Câmara dos Deputados porque houve alterações no texto. Ao contrário da discussão na Câmara, oposição e governo convergiram em elogios ao texto do PL Antifacção de Alessandro Vieira que, entre outras mudanças, prevê o imposto Cide-bets para financiar o combate ao crime organizado com R$ 30 bilhões ao ano. Para o relator, a discussão em torno do tema não pode se “rebaixar a disputas políticas mesquinhas, que só beneficiam os criminosos”. “Nem pode ceder ao assédio da fração da criminalidade organizada que está infiltrada nas elites brasileiras e insiste em limitar a ação das forças de segurança a alvos periféricos, pobres e pretos. O combate às organizações criminosas deve chegar ao andar de cima para surtir verdadeiro efeito”, destacou Vieira. O pedido de vista foi solicitado pelo senador Marco Rogério (PL-RO) que argumentou que o tema é complexo e requer tempo de análise. “É um tema que tem que ter, por todos nós, um empenho, não só na leitura, mas na aprovação de um texto que realmente represente o avanço que nós pretendemos construir para o país”, disse. O substitutivo do senador Alessandro Vieira rejeitou a criação de uma lei autônoma chamada de “organizações criminosas ultraviolentas” prevista no texto que veio da Câmara. A inovação foi alvo de críticas do governo federal e de especialistas que previam que essa nova classificação poderia dificultar o enquadramento das facções por conter conceitos genéricos. Pelo novo parecer, o crime específico de facção criminosa fica previsto da Lei de Organizações Criminosas, classificando a facção ou milícia como grupo que atua com controle territorial por meio da violência, coação e",Esquerda,"** A notícia apresenta uma abordagem crítica ao governo e à política de segurança pública, destacando a importância do combate ao crime organizado e a necessidade de financiamento adequado para as forças de segurança.",todos
Moraes na berlinda: domiciliar de Bolsonaro pode sair,Investigações do caso Master e parecer favorável da PGR aumentam pressão sobre Moraes e podem abrir caminho para domiciliar de Bolsonaro.,"O avanço das investigações envolvendo o caso Banco Master tem ampliado a pressão sobre o ministro Alexandre de Moraes dentro do Supremo Tribunal Federal, em um cenário que pode favorecer o ex-presidente Jair Bolsonaro. Um novo parecer do procurador-geral Paulo Gonet foi favorável à prisão domiciliar. Nos bastidores, a combinação entre desgaste político, novas apurações e o posicionamento da PGR é vista como um fator que pode influenciar a decisão do ministro, abrindo caminho para uma eventual mudança de postura em relação ao regime de cumprimento de pena, em meio a um ambiente de crescente tensão institucional e repercussão pública.

Número contatado por Vorcaro é confirmado como de Moraes

A CPMI do INSS identificou que o ex-banqueiro Daniel Vorcaro enviou mensagens no dia de sua prisão para um número vinculado ao Supremo Tribunal Federal, com dados obtidos via sistema Sittel. Segundo apuração do site Poder360, que teve acesso ao número, foi confirmado que ele foi usado por Alexandre de Moraes ao longo de anos em contato com jornalistas; apesar disso, o ministro nega relação com Vorcaro. A comissão cobra que o STF informe quem utilizava a linha, sob prazo de 2 dias, em um caso que pode aumentar a tensão entre Congresso e Judiciário.

PF investiga novos pagamentos do Master que podem envolver Moraes

Reportagem do site de Claudio Dantas afirma que a Polícia Federal aprofundou as investigações sobre o caso envolvendo o Banco Master e identificou indícios de que os repasses financeiros podem ultrapassar os R$ 129 milhões já conhecidos, ligados a contrato com o escritório da esposa do ministro Alexandre de Moraes; segundo a apuração, um novo relatório em fase final analisaria outras movimentações consideradas atípicas, incluindo possíveis ramificações financeiras ainda não detalhadas publicamente, o que amplia o escopo do caso, eleva a pressão política e pode gerar novos desdobramentos no âmbito judicial e investigativo.

Dallagnol alertou PGR sobre ligação de Toffoli ",Esquerda,"** A notícia apresenta uma narrativa crítica ao ministro Alexandre de Moraes e ao regime de cumprimento de pena, sugerindo que ele está sob pressão para mudar sua postura em relação a Jair Bolsonaro. Além disso, destaca as investigações envolvendo o caso Banco Master e a possível ligação entre Daniel Vorcaro e o Supremo Tribunal Federal.",bruno
"STF faz acareação de Cid e Câmara nesta quarta (13), réus na trama golpista",Ato foi marcado pelo ministro relator Alexandre de Moraes…,"O Supremo Tribunal Federal (STF) realiza nesta quarta-feira (13) a acareação entre o tenente-coronel Mauro Cid e o coronel Marcelo Costa Câmara, ambos réus em uma das ações penais de uma trama golpista para manter o ex-presidente Jair Bolsonaro no poder.

A acareação foi marcada pelo ministro Alexandre de Moraes, relator das quatro ações penais sobre a tentativa de golpe, a pedido da defesa de Câmara, que acusa Cid, antigo ajudante de ordens do ex-presidente Jair Bolsonaro e delator da trama golpista, de mentir.

Em contraposição ao delatado por Cid, a defesa de Câmara nega qualquer contato dele com minutas golpistas em reuniões no Palácio do Alvorada. O coronel também nega que tivesse conhecimento dos objetivos por trás das ordens que recebia para monitorar alvos.

Outro ponto contestado é o trecho que Cid afirma que Câmara promoveu um monitoramento contínuo de Moraes.

Ao autorizar a acareação, Moraes ordenou que Câmara seja levado do Complexo Penitenciário da Papuda, onde se encontra preso preventivamente, “mediante a instalação de equipamento de monitoramento eletrônico durante o período necessário para o deslocamento e realização da acareação, mantida a proibição de se comunicar com qualquer pessoa que não seja seu advogado”.

Nas duas acareações anteriores em processos sobre a trama golpista, Moraes proibiu qualquer tipo de gravação, em áudio ou vídeo, do procedimento. Apenas a ata com o que foi dito foi anexada aos autos do processo. Jornalistas também não puderam acompanhar as falas dos réus.

Marcelo Câmara é réu do núcleo 2 da trama golpista. O grupo foi apontado pela PGR como responsável por ações gerenciais para o golpe, como a produção de minutas golpistas e a coordenação de operações contra adversários.

Todos foram denunciados pela Procuradoria-Geral da República (PGR) por cinco crimes: organização criminosa, golpe de Estado, tentativa violenta de abolir o Estado Democrático de Direito, dano qualificado e deterioração de patrimônio tombado.

São réus ",Neutro,"** A notícia apresenta uma narrativa que destaca a acareação entre os réus em uma das ações penais de uma trama golpista, com ênfase na investigação e punição dos envolvidos. O tom da notícia é objetivo e neutro, sem adjetivação ou juízo de valor.",pedro
Defesa dos irmãos Brazão foca em falta de provas no STF,Advogados dos irmãos Brazão tentam desidratar denúncia da PGR no STF alegando falta de provas materiais no julgamento sobre o assassinato de Marielle Franco.,"Defesa dos Brazão aposta em falta de provas para rebater narrativa da PGR no STF

Advogados dos irmãos Chiquinho e Domingos Brazão tentam desidratar denúncia baseada em delação e sustentam que julgamento técnico deve ignorar narrativa da PF.",Esquerda,"** A defesa dos irmãos Brazão tenta desviar a atenção do caso de assassinato de Marielle Franco e focar na falta de provas materiais no STF, o que sugere uma estratégia para minimizar a responsabilidade dos irmãos.",bruno
Ministério da Justiça notifica Google e Apple sobre aplicativos de bets ilegais,Mais de 120 aplicativos sem autorização federal estão disponíveis nas lojas digitais,"247 - O Ministério da Justiça e Segurança Pública notificou Google e Apple para esclarecer a presença de aplicativos de apostas ilegais em suas lojas virtuais, após identificar mais de 120 plataformas sem autorização federal e sem controle adequado de acesso por idade. A medida levanta preocupações sobre a exposição de usuários — inclusive menores — a conteúdos irregulares.

Os ofícios foram enviados às empresas na sexta-feira (17), solicitando detalhes sobre a disponibilização desses aplicativos nas plataformas Play Store e App Store, sem autorização do Ministério da Fazenda. A iniciativa partiu de um monitoramento da Secretaria Nacional de Direitos Digitais.

Levantamento aponta acesso facilitado a apps ilegais

A análise preliminar identificou diversos aplicativos que promovem ou facilitam apostas de quota fixa e outras modalidades lotéricas sem a devida autorização regulatória. De acordo com o Ministério, esses serviços não estão ocultos ou disfarçados, sendo facilmente encontrados por meio de buscas simples, como o termo “jogo do Tigrinho”.

Os exemplos de aplicativos foram anexados aos documentos enviados às empresas. A pasta destaca que a verificação da regularidade dessas plataformas é considerada de baixa complexidade, já que a lista oficial de operadoras autorizadas está disponível publicamente no site do Ministério da Fazenda.

Possíveis violações legais e riscos ao consumidor

O Ministério avalia que a disponibilização desses aplicativos pode contrariar normas de proteção à infância e ao consumidor. Entre os dispositivos citados estão o artigo 6º da Lei nº 15.211/2025, que trata da proteção de crianças e adolescentes na internet, e artigos do Código de Defesa do Consumidor.

Também foi mencionado o Decreto nº 12.880/2026, que regulamenta o chamado ECA Digital e determina que lojas de aplicativos devem impedir a oferta de serviços ligados a loterias não autorizadas. Segundo o governo, as irregularidades podem resultar em responsabilização solidária de tod",Esquerda,"** A notícia apresenta uma abordagem crítica em relação às empresas de tecnologia Google e Apple, destacando a presença de aplicativos ilegais nas lojas virtuais sem autorização federal. O tom da notícia sugere preocupação com a exposição de usuários, especialmente menores, a conteúdos irregulares.",thiago
Israel e EUA atacam dois complexos nucleares iranianos,"Israel e EUA atacaram o complexo de água pesada de Jondab e o de yellowcake de Ardakan, na região central do Irã","O complexo de água pesada de Jondab, em imagem de arquivo (Foto: Hamid Forutan/EFE )

Israel e Estados Unidos atacaram nesta sexta-feira (27) na região central do Irã o complexo de água pesada de Jondab e o de yellowcake (concentrado de urânio) de Ardakan, duas substâncias-chave para o desenvolvimento de combustível no processo nuclear, sem que tenham sido registrados mortos ou vazamentos radioativos, segundo as autoridades iranianas.

“A planta de Jondab [reator de pesquisa de água pesada] foi atacada por inimigos sionistas e americanos”, afirmou o vice-governador político, de segurança e social da província de Markazi (centro), Hasan Qamari, conforme reportou a agência de notícias Irna.

O responsável provincial alegou que “não ocorreu nenhum vazamento radioativo” e que “a população não deve se preocupar em absoluto”.

Qamari considerou que estes ataques refletem “o desespero” dos adversários “diante dos avanços científicos e industriais” da república islâmica e afirmou que não afetarão o desenvolvimento das atividades nucleares e industriais do Irã.

As Forças de Defesa de Israel (FDI) haviam divulgado um comunicado em persa no X no qual alertaram civis que atacariam infraestruturas militares iranianas na região.

Depois do ataque, as FDI afirmaram que o ataque foi realizado devido às “repetidas tentativas de reconstrução [do complexo] por parte do regime terrorista iraniano”.

Por sua vez, a Organização de Energia Atômica do Irã (OEAI) anunciou que os Estados Unidos e Israel atacaram sua instalação de yellowcake (óxido de urânio concentrado) na cidade central de Ardakan, onde também não houve liberação de materiais radioativos para o exterior do complexo.

Esta planta de Ardakan é uma instalação onde o minério de urânio é transformado em yellowcake, um passo intermediário antes do enriquecimento nuclear.

Desde o início da guerra de Israel e EUA contra o Irã, em 28 de fevereiro, outra instalação, a planta nuclear de Natanz, já havia sido atingida em duas ocasiõe",Neutro,"** A notícia apresenta uma narrativa de ataque militar contra o Irã por parte de Israel e EUA, destacando a importância das instalações nucleares atacadas. O tom da notícia é objetivo e informativo, sem expressar opinião ou juízo de valor.",mateus
STJ aplica pena recorde de 25 anos a ex-governador bolsonarista,Maior condenação da história da Corte Especial pune desvios milionários que teriam sido usados para enriquecer núcleo familiar de político bolsonarista,"00:00 A+ A-

Ler o resumo da notícia O Superior Tribunal de Justiça (STJ) aplicou 25 anos de prisão a ex-governador bolsonarista, estabelecendo a pena mais longa já registrada no tribunal.

A Corte Especial do Superior Tribunal de Justiça (STJ) impôs a maior pena já registrada em uma ação penal originária (processo que tem início diretamente na Corte) do tribunal ao condenar o ex-governador do Acre, Gladson Cameli (PP), a 25 anos e nove meses de prisão em regime inicial fechado. Ele foi considerado culpado pelos crimes de organização criminosa, corrupção ativa e passiva, peculato, lavagem de dinheiro e fraudes em licitações.

Cameli também foi condenado a pagar R$ 11.785.020,31 em multa e indenização ao estado do Acre. A decisão do colegiado decretou ainda a perda de seu cargo público, embora o ex-mandatário já houvesse renunciado no mês passado com a intenção de disputar uma vaga no Senado Federal nas eleições de 2026.

De acordo com a relatora do caso, ministra Nancy Andrighi, o ex-governador usou seu cargo para estruturar um esquema ilícito dividido em núcleos familiar, político e empresarial. A ministra destacou que o então governador e seu irmão, Gledson de Lima Cameli, arquitetaram um esquema de contratação fraudulenta de empresas ligadas a este último, para prestação de serviços de alto custo ao estado do Acre.

A estratégia, segundo ela, incluía a contratação indireta e dissimulada da Construtora Rio Negro Ltda., da qual o irmão do governador seria sócio. “Extraem-se dos autos diversas movimentações financeiras que apontam que a verba desviada do erário enriqueceu Gladson e seu núcleo familiar”, observou a magistrada.

Nancy Andrighi também rejeitou as alegações de nulidade apresentadas pela defesa de Cameli. Segundo ela, a decisão do STF que declarou a invalidade de provas por usurpação de competência não comprometeu o andamento da ação penal, uma vez que tais elementos não foram utilizados nem na denúncia nem em seu voto de mérito. “O artigo 157, parágrafo",Esquerda,"** A notícia apresenta uma narrativa que destaca a punição rigorosa de um político bolsonarista por crimes de corrupção e lavagem de dinheiro, o que é coerente com a linha editorial do portal, que é ESQUERDA/PROGRESSISTA.",ariston
Palestinos votam nas primeiras eleições desde a guerra em Gaza,Pleito para prefeitos e vereadores não conta com candidatos do Hamas,"Os palestinos na Cisjordânia, juntamente com um pequeno segmento da Faixa de Gaza, votam neste sábado 25 em seus prefeitos e vereadores, nas primeiras eleições desde a guerra no enclave costeiro, com opções políticas limitadas e em meio a um desânimo generalizado.

Quase 1,5 milhão de pessoas estão inscritas nos registros eleitorais na Cisjordânia, ocupada por Israel, e 70.000 na área de Deir al-Balah, em Gaza, de acordo com a Comissão Eleitoral Central, sediada em Ramallah.

Na Faixa de Gaza, devastada por mais de dois anos de uma guerra que fez disparar a miséria e o número de deslocados, “estas eleições são simbólicas, mas as vejo como uma expressão da nossa vontade de viver”, disse à AFP Mohamed al-Hasayna, de 24 anos.

“Merecemos ter o nosso próprio Estado”, acrescentou após depositar seu voto em Deir al-Balah, uma das poucas localidades em Gaza onde uma parte dos moradores conseguiu permanecer.

“Queremos que o mundo nos ajude a superar a catástrofe da guerra. Chega de guerra! É hora de trabalhar na reconstrução”, declarou.

O conflito eclodiu após um ataque a Israel realizado pelo grupo islamista Hamas em 7 de outubro de 2023. Desde então, já ceifou mais de 72.000 vidas, segundo dados do Ministério da Saúde do território, estatísticas consideradas confiáveis pela ONU.

Desde 10 de outubro de 2025, um cessar-fogo precário está em vigor, marcado por atos de violência quase diários.

“Oportunidade importante”

Na Cisjordânia, ela própria palco de uma escalada da violência por parte dos colonos, um jornalista da AFP observou uma baixa participação em diversas seções eleitorais, onde diplomatas monitoram o processo eleitoral.

Os municípios são responsáveis por serviços essenciais, como água, saneamento e infraestrutura local, mas não detêm poderes legislativos.

Visto que não são realizadas eleições presidenciais ou legislativas desde 2006, este pleito representa uma das poucas instituições democráticas atualmente em funcionamento sob a administração da Autoridad",Esquerda,"** A notícia apresenta um enfoque na perspectiva palestina e critica a situação política da região, o que é comum em veículos de esquerda/progressista.",mateus
"Israel elimina Yahya Sinwar, o arquiteto do 7 de outubro","Morte de Yahya Sinwar, líder do Hamas, abre espaço para cessar-fogo se ele for sucedido por lideranças mais pragmáticas e menos fanáticas.","Um dos principais objetivos de Israel em sua resposta ao massacre terrorista do 7 de outubro de 2023 foi atingido quase que por completo acaso. Na quarta-feira, soldados das Forças de Defesa de Israel patrulhavam uma área em Rafah, no sul da Faixa de Gaza, quando trocaram tiros com terroristas do Hamas, matando três deles. Foi preciso examinar o corpo para os israelenses descobrirem que tinham eliminado seu “procurado número 1”: Yahya Sinwar, o “açougueiro de Khan Younis”, o idealizador do 7 de outubro e chefe do escritório político do grupo após a morte de Ismail Haniyeh, em julho. O fim um tanto inusitado do líder do Hamas – a patrulha israelense não procurava por Sinwar; nem sequer havia relatos de reféns israelenses na área – certamente deixa o mundo um pouco menos inseguro, e pode até ser um ponto de virada na região, mas isso dependerá de uma série de fatores.

Embora a morte de Sinwar tenha se devido a um golpe de sorte, os israelenses já vinham trabalhando em uma série de ataques cirúrgicos para decapitar o Hamas e o Hezbollah, o grupo terrorista que age a partir do Líbano. Israel, que jamais assumiu oficialmente a responsabilidade pela ação que matou Haniyeh no Irã, também eliminou Mohammed Deif, o número 2 do grupo em Gaza; Saeed Atallah, comandante das Brigadas Al-Qassam, a ala militar do Hamas; e Mahmoud al-Mabhouh, chefe da unidade de drones do grupo terrorista. Entre os líderes do Hezbollah mortos por Israel estão Fuad Shukr, que seria responsável por conseguir as armas usadas pelo grupo; Ghareeb Alshujaa, comandante de uma unidade de mísseis antitanque; Suhail Hussein, chefe do quartel-general logístico do grupo; e, principalmente, Hassan Nasrallah, o líder máximo do Hezbollah, morto no fim de setembro. Seu primo e provável sucessor, Hashem Safieddine, também teria sido morto, mas Israel não foi capaz de confirmar a morte – Safieddine segue desaparecido até o momento.

Pode haver uma pequena oportunidade para um cessar-fogo e uma diminuição das hostil",Direita,"** A notícia apresenta um tom crítico e desfavorável à figura de Yahya Sinwar, líder do Hamas, e ao grupo em si, o que sugere uma abordagem ideológica conservadora.",bruno
"Messias diz que anistia aos golpistas é decisão do Congresso, mas evita antecipar posicionamento como ministro no STF – CartaCapital","O indicado de Lula ao STF evitou prejulgar condenações, defendeu análise individual; veto de Lula ao PL da Dosimetria será avaliado nesta quinta 30","O advogado-geral da União, Jorge Messias, afirmou nesta quarta-feira 29, durante sabatina na Comissão de Constituição e Justiça do Senado, que a eventual concessão de anistia aos golpistas do 8 de Janeiro é uma decisão exclusiva do Congresso Nacional . A declaração foi dada em resposta a questionamentos dos senadores Magno Malta (PL-ES) e Flávio Bolsonaro (PL-RJ).

“A discussão acerca de anistia é própria do ambiente político institucional”, disse Messias. “A definição acerca deste tema compete a vossas excelências, e não a mim”, completou, afastando, contudo, qualquer antecipação de posicionamento caso seja aprovado para o Supremo Tribunal Federal.

O veto integral do presidente Lula (PT) ao PL da Dosimetria será avaliado pelos senadores e deputados federais na quinta-feira 30. A tendência é de que seja derrubado. O projeto prevê a diminuição de penas para aqueles condenados pela trama golpista e pela destruição das sedes dos Três Poderes, em 2023. O ex-presidente Jair Bolsonaro (PL), condenado a 27 anos e três meses de prisão, pode ser um dos beneficiados.

Ao tratar das condenações relacionadas aos ataques, Messias destacou que não poderia fazer avaliações sobre casos concretos, mas ressaltou que o próprio sistema jurídico prevê mecanismos de reanálise. “O sistema penal brasileiro prevê mecanismos próprios de correção pela revisão criminal”, afirmou.

Messias também defendeu que os processos sejam conduzidos com base em critérios técnicos e individualizados. “As questões individuais serão tratadas e devem ser tratadas de forma individual”, disse. Segundo ele, princípios como legalidade estrita, proporcionalidade e individualização da pena devem orientar os julgamentos.

“ Processo penal não é ato de vingança. Processo penal é ato de justiça ”, afirmou.

Durante a resposta, Messias ainda classificou o 8 de Janeiro como um episódio grave, mas evitou antecipar qualquer juízo sobre responsabilidades específicas. Ele ressaltou que, se aprovado para o STF, pretende man",Neutro,"** A notícia destaca o posicionamento de Jorge Messias em relação à anistia aos golpistas do 8 de Janeiro, enfatizando a importância da decisão exclusiva do Congresso Nacional e afastando qualquer antecipação de posição caso seja aprovado para o Supremo Tribunal Federal. O tom da notícia é essencialmente informativo, sem adjetivações ou juízos de valor que possam influenciar a percepção do leitor sobre o assunto.",thiago
STF decide nesta sexta se mantém prisão de ex-presidente do BRB,Placar do julgamento está em 2 a 0 pela manutenção; faltam votos dos ministros Nunes Marques e Gilmar Mendes,"A Segunda Turma do Supremo Tribunal Federal (STF) decide nesta sexta-feira, 24, se mantém a prisão preventiva do ex-presidente do Banco de Brasília (BRB), Paulo Henrique Costa. O julgamento ocorre no plenário virtual e segue aberto até as 23h59. Até agora, o placar está em 2 a 0 pela manutenção da medida, com votos dos ministros André Mendonça e Luiz Fux.

Relator do caso, Mendonça sustentou que a prisão continua necessária diante do quadro apresentado pelas investigações. “Diante do grau de articulação dos investigados, da natureza empresarial e documental do esquema, da possibilidade de influência sobre pessoas, documentos e fluxos financeiros, bem como da permanência dos atos de lavagem, medidas cautelares diversas mostram-se insuficientes para neutralizar os riscos concretos identificados”, afirmou.

00:00 / 01:00 oantagonista fullScreen

Fux acompanhou integralmente o voto, consolidando a maioria inicial. Ainda faltam os posicionamentos de Kássio Nunes Marques e Gilmar Mendes, que podem definir o desfecho até o fim do dia.



Leia mais: Ex-presidente do BRB vai delatar?

Nunca foi tão fácil estar bem informado Siga nosso canal no WhatsApp Inscreva-se

A análise ocorre no âmbito da quarta fase da operação “Compliance Zero“, que investiga suspeitas de crimes contra o Sistema Financeiro Nacional, como gestão fraudulenta ou temerária de instituição financeira, além de corrupção, lavagem de dinheiro e organização criminosa. A prisão de Paulo Henrique Costa foi determinada a pedido da Polícia Federal, com parecer favorável da Procuradoria-Geral da República (PGR)

Além dele, também foi preso Daniel Monteiro na mesma fase da operação. O caso se conecta a investigações envolvendo o Banco Master, instituição ligada ao banqueiro Daniel Vorcaro, cujo nome aparece em relatórios da Polícia Federal encaminhados ao STF.

Sem Dias Toffoli

A composição do julgamento foi reduzida após o ministro Dias Toffoli se declarar suspeito. A suspeição ocorre quando o magistrado entende que há circunstâncias que podem comprometer sua imparcialidade. Toffoli já havia se afastado do julgamento referente à prisão preventiva do banqueiro Daniel Vorcaro, dono do Banco Master. Na ocasião, o magistrado alegou “motivo de foro íntimo”.

Com apenas quatro ministros aptos a votar, há possibilidade de empate. Nesse cenário, prevalece a decisão mais favorável ao investigado, o que pode influenciar diretamente o resultado. Nos bastidores, a expectativa se concentra no voto de Nunes Marques, q",Esquerda,Não identificada.,mateus
